id,brand,title,description,price,cluster_id,pricecurrency,page_url
1075,,i.Pet Cat Tree 126cm Trees Scratching Post Scratcher Tower Condo House Furniture Wood,"It is absolutely feline wonderland with our cat tree! Built to satisfy the natural instincts of your precious pet, our Cat Tree include a hosts of nooks and crannies for Tom and Tabby to have hours of fun scratching, hunting, climbing, jumping, hopping or simply lounging around. Plus, with its sisal-covered scratching posts, you can rest assured that your furniture will stay cat-free for a very long time. Not least, the tree is upholstered with a plush velvety surface for extra comfort and style. Best of all, the firm base and sturdy construction ensures that the tree remain a durable cat haven with total peace of mind for you. Can we hear a meow to that?Features Stable wooden construction Natural sisal posts and soft plush cover Multi-level design with ample play areas Sleeping cradles Unique condo design Includes scratching, perching, climbing, sleeping all in one pieceSpecifications: Material: Fir wood, plush cover, and sisal Height: 126mBase dimension: 50cm x 50cm Colour: Dark greyPackage Content1 xCat tree1 xAssembly kit1 x Assembly guide",129.00,852,,
1076,Samsung,Samsung 860 PRO 1TB SSD,"(Solid, 1TB, 2.5\"", 860, Drive), PRO, SATA, SSD, Samsung, State",251,778,,
1077,,GIGABYTE GTX 1660 OC 6GB,"&nbsp;MODELGV-N1660OC-6GDCHIPSETNVIDIA GEFORCEGPUGTX 1660PCI EXPRESS3.0GPU BOOST CLOCK1830 MHzMEMORY CLOCK8 GbpsMEMORY SIZE6 GBMEMORY INTERFACE192 - BITMEMORY TYPEGDDR5DIRECT X SUPPORT12OPEN GL4.5PORTSDisplayPort 1.4 *3HDMI 2.0b *1RESOLUTION7680 X 4320COOLERWINDFORCE 2XDUAL-LINK DVI SUPPORTEDNASOFTWARESoftware &amp; DriverPACKAGE CONTENTSGraphics Card, User ManualGPU CORE (CUDA CORE)1408WARRANTY3 YearsNOTE*****Features, Price and Specifications are subject to change without notice.SPECIFICATIONS Powered by GeForce® GTX 1660 Integrated with 6GB GDDR5 192-bit memory interface WINDFORCE 2X Cooling System with alternate spinning fans RGB Fusion 2.0 – synchronize with other AORUS devices Protection back plateWINDFORCE 2X COOLING SYSTEMWINDFORCE 2X cooling system features 2x 90mm unique blade fans, alternate spinning fan, a composite copper heat pipe direct touch GPU and 3D active fan functionality, together delivering an effective heat dissipation capacity for higher performance at lower temperaturesALTERNATE SPINNINGThe GIGABYTE patent “Alternate Spinning” is the only solution that can solve the turbulent airflow of adjacent fans. Since the adjacent fans rotate in the same direction, the airflow direction is opposite between the fans, which will cause turbulent airflow and reduce heat dissipation efficiency. GIGABYTE turns the adjacent fans in the opposite direction, so that the airflow direction between the two fans is the same, reducing the turbulence and enhancing the airflow pressure.UNIQUE BLADE FANThe airflow is spilt by the triangular fan edge, and guided smoothly through the 3D stripe curve on the fan surface, effectively enhancing the airflow.3D ACTIVE FANThe 3D Active Fan provides semi-passive cooling, and the fans will remain off when the GPU is in a low load or low power game. It allows gamers to enjoy gameplay in complete silence when the system is running light or idle.HEAT PIPE DIRECT TOUCH GPUThe shape of the pure copper heat pipe maximizes the direct contact area with the GPU, enhancing heat transfer. The heat pipe also covers the VRAM through a large metal plate contact to ensure proper cooling.COMPOSITE HEAT-PIPEThe composite heat-pipe combines thermal conductivity and phase transition to efficiently manage the heat transfer between two solid interfaces which increases cooling capacity.EXTREME DURABILITY AND OVERCLOCKINGThe graphics card uses the 4+2 power phase design to allow the MOSFET to operate at lower temperature, and over-temperature protection design and load balancing for each MOSFET, plus the Ultra Durable certified chokes and capacitors, to provide excellent performance and longer system life.(Reference card is 3+1 power phase)PROTECTION BACK PLATEThe back plate not only provides an aesthetical shape, but also enhances the structure of the graphics card to provide complete protection.IN TOTAL COMMANDThe actual software UI and functionalities depend on each device model.",18999.00,140,,
1078,Corsair,Corsair Crystal Series 570X RGB ATX Mid-Tower Case Tempered Glass Black,Corsair Crystal Series 570X RGB ATX Mid-Tower Case Tempered Glass Black,293,898,,
1079,,Kingston Canvas Select Plus 32GB SD,"Minnekort, Class 10",80.90,864,,
1080,Kingston,Kingston 128GB Canvas Select Plus MicroSDHC Class 10/ UHS-1 Flash Memory Card w/ Adapter,"128GB Canvas Select Plus MicroSDHC Class 10/ UHS-1 Flash Memory Card w/ Adapter. Kingstons Canvas Select plus SD card is designed with exceptional performance, speed and durability for heavy workloads such as transferring and developing high resolution photos or capturing and editing full HD videos. It can reach Class 10 UHS-I speeds up to 100MB/s for easy storage and quick transfers along with an advanced UHS-Iinterface that can record cinematic Full HD and 4K Ultra HD videos. The Canvas Select plus SD card is built to perform in the harshest environments and conditions so you can take it anywhere knowing that your files, photos and videos are protected.",22.99,187,,
1081,,Cooler Master MM710 Gaming Mouse Matte Black MM-710-KKOL1,ZERO PAYMENT GATEWAY CHARGES FREE TRANSIT INSURANCE,4.34125E3,171,,
1082,,"NYXL0942 - NYXL Electric Guitar Set, Super Light, 09-42","NYXL0942 sets are designed with super light gauges for maximum flexibility.D’Addario NYXL guitar strings will bend farther, sing louder, and stay in tune better than any string you’ve played before. Envisioned, perfected, and manufactured by D’Addario in New York, this newly engineered, break-resistant, high-carbon steel core and plain steel alloy delivers a whole new level of freedom, confidence, and power. NYXL’s provide more strength and up to 131% greater tuning stability by utilizing a completely reinvented wire drawing process coupled with a revolutionary “fusion twist” process for the plain steels. The reformulated nickel plated string windings have greater magnetic properties resulting in higher output and enhanced mid-range frequency response for more presence and crunch.NYXL's feature D’Addario’s exclusive New York manufactured, high carbon steel alloy for unprecedented strength – play fearlesslyImproved tuning stability compared to traditional nickel wound strings - get in tune faster, stay in tune betterWound strings with enhanced mid-range frequency response in the 1 - 3.5 kHz range – more presence and crunch to cut through the mixNYXL0942 are designed with super light gauges for maximum flexibility: Plain Steel .009, .011, .016, Nickel Wound .024, .032, .042Environmentally friendly, corrosion resistant packaging for strings that are always fresh",12.99,663,,
1083,,Shimano 105 R7000 Carbon SPD-SL Road Pedals,"The R7000 Carbon Pedal delivers superior power-transfer, is stable, comfortable to use and has an easy to use engagement system.Lightweight carbon-composite bodyExtra-wide platform for a more efficient transfer of powerDurable stainless-steel body plate reduces flex and pedal-body wearWide-bearing placement for rigidity and uniform load distributionAdjustable entry and release tension settingsTrusted Shimano design, quality, and performance",2.3999E2,611,,
1084,Western Digital,HD 3TB SATA III Western Digital Purple Surveillance WD30PURX,,0.0,664,,
1085,,APC - Replacement Battery Cartridge #132,APC Replacement Battery Cartridge #132 (APCRBC132) - Kapasitet: 0VA - Produkt: Ekstra batteri,3339.00,899,,
1086,,Fingerprint Touch Bluetooth Stereo Earphones,PREMIUM FINGERPRINT TOUCH EARPHONES! DOZENS ALREADY SOLD Treat yourself to our new Fingerprint Touch Earphones. You are certainly going to love its excellent design and quality because you can get,,900,,
1087,,LOGITECH Logitech USB Headset H390,LOGITECH Logitech USB Headset H390,90.90,321,,
1088,RAM Mount,"RAM Mount Double Socket Clamp Arm - SHORT - for 1.5\"" C Size Balls","RAM Mount Double Socket Clamp Arm - SHORT - for 1.5\"" C Size BallsThe RAM-201U-B, SHORT length double socket arm, has a socket at both ends that accommodates C Size 1.5\"" balls.A single spring inside the arm, keeps the socket open, allowing you to insert the ball in to the socket connection.The ball and socket technology allows for infinite viewing anglesRAM Double Socket Clamp Arm C Size for 1.5\"" ball bases;SHORT (RAM-201U-B) Overall Length: 3.5\"" Socket-To-Socket Length: 2.25\""* Any device/s shown are for illustration purposes ONLY and are NOT included in purchase.",45.00,901,,
1089,,Corsair Crystal Series 570X RGBCC-9011126-WW,,979,902,,
1090,,RAM-B-121BU RAM Mounts Yoke Clamp Base with B-Size 1-Inch Ball,"RAM-B-121BU RAM Mounts Yoke Clamp Base with B-Size 1-Inch BallOVERVIEWThe yoke clamp base will fit rails in diameter from 0.625\"" to a maximum of 1.25\"". The 1\"" rubber ball is at a right angle to the plane of the mount; when connected to a rail, the ball sits parallel to the rail.HARDWARE INCLUDEDAssembly HardwareCLAMP RANGE.625\"" - 1.25\""BALL/SOCKET SIZEB Size (1\"")WEIGHT CAPACITY2 lbsMATERIALSMarine-grade aluminumPACKAGING TYPEPoly BagWEIGHT0.35 lbs.Product video:",22.99,903,,
1091,,Sandisk Ultra USB Flash Drive 64GB 3.0 - SDCZ48-064G-U46,,569.0,392,,
1092,,ZEBRA 800015-448 YMCKOK COLOUR RIBBON (170 PRINTS),"The Zebra 800015-448 YMCKOK colour ribbon is perfect for producing small batches of plastic cards. The full-colour dye prints photo-quality images and the two panels of black resin allow printing of detailed text and barcodes onto both sides of the card. The overlay panel also means your ID cards will be durable and scratch resistant.	170 full-colour prints per roll	YMCKOK ribbon (Yellow, magenta, Cyan, Black, Overlay and Black panels)	Use genuine Zebra products only to ensure quality performanceManufacturer part number: 800015-448",42,904,,
1093,,Logitech Marathon Mouse M705 NEW,,3635,905,,
1094,,TP-Link EAP110 Access Point,TP-Link EAP110 Access PointTP-Link EAP110 Access Point Wireless N speed up to 300Mbps EAP Controller Software Supports passive PoE for convenient installation Ceiling mounting design with chassis Wireless Access Point,8200.00,906,,
1095,,GoPro Dual Battery Charger + Battery (AJDBD-001),Hero8/Hero7/Hero6 kamerákhoz,1.879000000057E4,218,,
1096,,CASE MID-TOWER NO PSU MASTERBOX LITE 5 3USB3 BLACK WINDOW PANEL,,49.51,907,,
1097,,Ultra USB 3.0 Dual Drive Type C 32Go,SanDisk Ultra USB 3.0 Dual Drive Type C 32GB,1.49E1,374,,
1098,Kingston,Kingston 16GB DataTraveler DUO 3 DTDUO3/16GB USB 3.0 Flash Drive,DTDUO3/16GB CUK 16GB USB 3.0 Flash Drive OTG r70MB/s w10MB/s DataTraveler microDuo 3 Retail,10.05,479,,
1099,Brother,Brother LC225XLY High Yield Yellow Ink Cartridge,,14.54,908,,
1100,,Manfrotto MVH500AH Fluid Video Head With Flat Base,Lightweight head with a wider platform for HDSLR bodies which has a sliding plate which travels to balance the latest interchangeable lens cameras.,129.00,909,,
1101,,SANDISK ULTRA DUAL USB DRIVE 3.1 TYPE-C 32GB,"Easily free up space on your smartphone or quickly transfer files between devices at USB 3.1 high speeds of up to 150MB/s(1). With a reversible USB Type-C connector and a traditional USB connector, the SanDisk Ultra Dual Drive USB Type-C lets you quickly and easily transfer files between smartphones, tablets and computers. Plus the SanDisk Memory Zone app for Android (available on Google Play)(3) helps you manage your device’s memory and your content. The SanDisk Ultra Dual Drive USB Type-C is the perfect liaison between your new USB Type-C device and your devices with traditional USB ports. | *1GB = 1,000,000,000 bytes. Actual user storage less. | (1) 32GB-256GB: Read speeds up to 150MB/s. 16GB: Read speeds up to 130MB/s. Write speeds lower and vary by capacity. USB Type-C port with USB 3.1, Gen. 1/USB 3.0 support required. Based on internal testing; performance may be lower depending upon host device. 1MB=1,000,000 bytes. | (2) Mobile device requires USB Type-C port and On-The-Go (OTG) support | (3) Download and installation required.The flash drive for USB Type-C devicesEasily transfer files between smartphones, tablets and computersFree up space on your Android smartphone (Mobile device requires USB Type-C port and On-The-Go (OTG) support)Retractable design with a reversible USB Type-C connector and a traditional USB connectorHigh-speed USB 3.1 performance of up to 130MB/s Read Speeds (USB Type-C port with USB 3.1, Gen. 1/USB 3.0 support required. Based on internal testing; performance may be lower depending upon host device.)SanDisk Memory Zone app for Android (available on Google Play; Download and installation required) lets you easily manage and back up content on your smartphone and tablet",6.95E2,374,,
1102,,APC - REPLACEMENT BATTERY CARTRIDGE #110,APC REPLACEMENT BATTERY CARTRIDGE #110 (APCRBC110) - Kapasitet: 0VA - Produkt: Ekstra batteri,732.00,730,,
1103,,Ubiquiti UniFi UVC-G3-PRO - network surveillance camera,"The UniFi Video Camera is designed for use indoors or outdoors under an overhang. The camera has infrared LEDs with automatic IR cut filter. Accessible from a web browser, the UniFi video interface was designed to be easy to use yet packed with advanced features. The UniFi video interface is incredibly intuitive and loaded with powerful features such as detailed statistical reporting, multiple views, versatile camera settings, advanced analytics, and customizable event recordings.",303.99,875,,
1104,The Pokemon Company,The Pokemon Company Pokemon TCG: Sword & Shield - Rebel Clash Booster Pack,,4.00,843,,
1105,,TAG HEUER MONACO AUTOMATIC CHRONOGRAPH,Calibre 12 - Automatic Chronograph,5.4E3,910,,
1106,SRAM,XG-1295 Eagle Cassette for XD Driver,"Take a quick look at the new X-DOME Eagle cassette. The last dangling shred of an argument in favor of a mountain bike front derailleur is now officially dead.Designed for use with the proven, reliable XD driver body, this 12-speed, 10- to 50-tooth cassette offers an optimal 500-percent gear range at a considerably lighter weight than 2x systems.It carries with it the X-DOME architecture, which, independent tests have concluded, yields the strongest cassettes on the market.New shifting characteristics improve both, inboard and outboard shifting, as well as chain retention.Maximum strength-to-weight ratio is achieved with X-Dome machined 10-cog structure. 10-50 spread equals or exceeds range of heavier 2x drive trains.Fits the same XD drivers that are used for SRAM 10-42 11 speed cassettesLargest cog is aluminumTooth profiles provide better up and down shifting and improve chain retentionTitanium Nitride surface treatment reduces friction and enhances wear10-50t: 10, 12, 14, 16, 18, 21, 24, 28, 32, 36, 42, 50",384.99,911,,
